,source,target,label
0,[0.712 0.515 0.272 0.084 0.02  0.01  0.008 0.014 0.01  0.   ],[0.712 0.515 0.273 0.086 0.02  0.012 0.009 0.013 0.01  0.004],0
1,[ 0.712  0.515  0.274  0.084  0.021  0.011  0.006  0.012  0.007 -0.   ],[ 0.713  0.513  0.274  0.087  0.02   0.011  0.009  0.014  0.007 -0.   ],0
2,[ 0.712  0.516  0.273  0.086  0.02   0.01   0.009  0.012  0.01  -0.001],[0.713 0.515 0.273 0.085 0.02  0.012 0.009 0.015 0.01  0.006],1
3,[0.715 0.515 0.272 0.086 0.02  0.011 0.008 0.003 0.009 0.004],[0.712 0.515 0.272 0.086 0.02  0.011 0.009 0.01  0.007 0.001],1
4,[0.712 0.515 0.272 0.084 0.02  0.01  0.009 0.014 0.01  0.   ],[0.712 0.517 0.274 0.086 0.02  0.01  0.008 0.012 0.01  0.   ],0
5,[ 0.712  0.515  0.274  0.086  0.02   0.011  0.009  0.012  0.007 -0.   ],[0.714 0.515 0.273 0.086 0.02  0.01  0.009 0.007 0.01  0.005],0
6,[ 0.715  0.515  0.272  0.086  0.02   0.01   0.01   0.011  0.003 -0.001],[0.712 0.515 0.272 0.084 0.02  0.01  0.008 0.011 0.01  0.   ],1
7,[0.712 0.516 0.273 0.084 0.02  0.01  0.009 0.012 0.007 0.   ],[ 0.712  0.512  0.273  0.086  0.02   0.01   0.009  0.01   0.01  -0.001],1
8,[0.712 0.515 0.272 0.084 0.02  0.01  0.009 0.014 0.007 0.   ],[0.714 0.515 0.272 0.085 0.02  0.01  0.009 0.008 0.01  0.005],0
9,[0.712 0.516 0.271 0.085 0.02  0.01  0.009 0.012 0.006 0.   ],[0.712 0.515 0.272 0.085 0.02  0.01  0.009 0.015 0.01  0.001],0
10,[0.712 0.515 0.272 0.084 0.02  0.01  0.009 0.01  0.006 0.   ],[ 0.712  0.515  0.274  0.084  0.021  0.01   0.006  0.012  0.007 -0.001],1
11,[0.712 0.512 0.275 0.086 0.02  0.01  0.008 0.012 0.01  0.   ],[0.712 0.515 0.272 0.086 0.02  0.01  0.008 0.012 0.01  0.   ],0
12,[0.713 0.513 0.275 0.086 0.02  0.01  0.008 0.012 0.008 0.001],[0.714 0.515 0.273 0.085 0.02  0.01  0.009 0.015 0.01  0.001],0
13,[0.712 0.516 0.273 0.086 0.02  0.01  0.009 0.012 0.007 0.   ],[0.712 0.516 0.273 0.086 0.02  0.01  0.009 0.012 0.01  0.005],1
14,[0.712 0.515 0.274 0.084 0.02  0.01  0.009 0.012 0.007 0.   ],[ 0.712  0.515  0.273  0.084  0.02   0.011  0.008  0.012  0.008 -0.   ],1
15,[ 0.712  0.515  0.274  0.086  0.02   0.011  0.009  0.01   0.006 -0.001],[0.712 0.513 0.272 0.086 0.02  0.01  0.009 0.012 0.008 0.   ],1
16,[0.714 0.515 0.273 0.086 0.02  0.01  0.009 0.01  0.007 0.001],[0.712 0.512 0.273 0.086 0.02  0.01  0.01  0.012 0.01  0.   ],1
17,[0.712 0.516 0.275 0.084 0.02  0.01  0.008 0.012 0.007 0.   ],[ 0.715  0.515  0.272  0.086  0.02   0.01   0.008  0.012  0.008 -0.001],0
18,[0.712 0.515 0.274 0.086 0.02  0.01  0.01  0.012 0.01  0.   ],[0.712 0.513 0.272 0.086 0.02  0.01  0.009 0.012 0.007 0.   ],1
19,[0.714 0.515 0.272 0.085 0.02  0.01  0.009 0.009 0.01  0.005],[0.712 0.515 0.274 0.086 0.02  0.011 0.009 0.01  0.007 0.006],1
20,[0.715 0.516 0.271 0.086 0.02  0.01  0.009 0.01  0.009 0.001],[0.714 0.515 0.271 0.086 0.02  0.01  0.008 0.011 0.008 0.001],1
21,[0.715 0.516 0.271 0.086 0.02  0.01  0.009 0.01  0.01  0.001],[0.713 0.515 0.272 0.085 0.02  0.01  0.009 0.01  0.01  0.001],1
22,[0.714 0.513 0.273 0.086 0.02  0.01  0.009 0.007 0.01  0.005],[ 0.712  0.515  0.273  0.086  0.02   0.01   0.009  0.012  0.01  -0.001],0
