,source,target,label
0,"[ 0.325  0.106  0.001 -0.093 -0.029  0.025  0.03   0.026 -0.008 -0.043
  0.04  -0.05  -0.034 -0.029 -0.029 -0.024  0.007 -0.024  0.017 -0.013]","[ 0.373  0.106  0.015 -0.093 -0.029  0.05   0.04   0.028  0.036 -0.037
  0.04  -0.05  -0.027 -0.018  0.035 -0.014  0.022 -0.025  0.016 -0.01 ]",0
1,"[ 0.322  0.099  0.015 -0.091 -0.029  0.035  0.032  0.032 -0.007 -0.038
 -0.013 -0.044 -0.028 -0.018 -0.057 -0.021  0.008 -0.005  0.002 -0.02 ]","[ 0.331  0.099  0.014 -0.092 -0.029  0.029  0.032  0.008 -0.007 -0.041
 -0.027 -0.048 -0.02  -0.02   0.023 -0.021  0.005 -0.008  0.045 -0.05 ]",0
2,"[ 0.346  0.118  0.015 -0.097 -0.028  0.031  0.036  0.031 -0.007 -0.035
 -0.022 -0.049 -0.035 -0.021 -0.043 -0.015 -0.005 -0.026 -0.007 -0.015]","[ 0.34   0.102  0.015 -0.091 -0.029  0.035  0.029  0.031 -0.007 -0.038
 -0.018 -0.053 -0.028 -0.018 -0.057 -0.021  0.019 -0.005  0.005 -0.018]",0
3,"[ 0.372  0.124  0.014 -0.088 -0.029  0.022 -0.013  0.031 -0.003 -0.033
  0.055 -0.052 -0.019 -0.067  0.029 -0.021  0.02  -0.024  0.008 -0.009]","[ 0.378  0.109  0.019 -0.091 -0.029  0.039  0.057  0.028 -0.007 -0.041
 -0.048 -0.048 -0.021 -0.016  0.013 -0.021  0.019 -0.012  0.007 -0.018]",0
4,"[ 0.391  0.101  0.015 -0.097 -0.029  0.036  0.032 -0.002 -0.032 -0.038
  0.045  0.023 -0.016 -0.016  0.018 -0.021  0.005 -0.025  0.046 -0.019]","[ 0.367  0.101  0.002 -0.09  -0.029  0.021 -0.043  0.005 -0.007 -0.04
 -0.03  -0.052 -0.02  -0.019  0.024 -0.021  0.007 -0.026 -0.009 -0.009]",1
5,"[ 0.348  0.096  0.015 -0.096 -0.029  0.034  0.033  0.008 -0.009 -0.036
 -0.016 -0.051 -0.027 -0.022  0.021 -0.021  0.043 -0.017 -0.011 -0.009]","[ 0.322  0.099  0.015 -0.091 -0.029  0.035  0.032  0.013 -0.01  -0.038
 -0.013 -0.045 -0.036 -0.018 -0.057 -0.021  0.008 -0.005  0.002 -0.02 ]",1
6,"[ 0.367  0.105  0.014 -0.097 -0.029  0.017  0.051  0.006 -0.007 -0.035
 -0.008 -0.049 -0.02  -0.02   0.024 -0.021  0.005 -0.019 -0.009 -0.009]","[ 0.34   0.102  0.015 -0.093 -0.029  0.035  0.034  0.032 -0.007 -0.038
 -0.018 -0.049 -0.028 -0.018 -0.046 -0.022  0.003 -0.026  0.002 -0.018]",1
7,"[ 0.368  0.102  0.015 -0.091 -0.029  0.017  0.05   0.008 -0.01  -0.036
 -0.008 -0.045 -0.022 -0.017  0.025 -0.021  0.018 -0.019 -0.009 -0.009]","[ 0.378  0.106  0.019 -0.091 -0.029  0.039  0.055  0.028 -0.014 -0.041
  0.04  -0.05  -0.026 -0.018  0.041 -0.015  0.019 -0.012  0.007 -0.018]",1
8,"[ 0.34   0.102  0.015 -0.091 -0.029  0.035  0.043  0.032 -0.007 -0.039
 -0.026 -0.053 -0.028 -0.018 -0.037 -0.023  0.007 -0.005  0.005 -0.018]","[ 0.373  0.106  0.001 -0.091 -0.029  0.05   0.039  0.053  0.036 -0.038
 -0.016 -0.05  -0.027 -0.018  0.028 -0.022  0.009 -0.006  0.002 -0.01 ]",0
9,"[ 0.338  0.08   0.    -0.091 -0.029  0.031  0.05  -0.022 -0.007 -0.036
 -0.009  0.022 -0.036 -0.02   0.029 -0.02  -0.003 -0.026 -0.013 -0.052]","[ 0.373  0.102  0.015 -0.093 -0.029  0.02   0.041  0.031  0.036 -0.037
  0.04  -0.05  -0.027 -0.018  0.035 -0.02   0.044 -0.025 -0.009 -0.01 ]",1
10,"[ 0.368  0.098 -0.    -0.091 -0.029  0.02   0.034  0.009  0.035 -0.035
 -0.01  -0.045 -0.037 -0.02   0.017 -0.021  0.005 -0.02   0.005 -0.013]","[ 0.377  0.101 -0.    -0.097 -0.029  0.021 -0.006  0.016 -0.007 -0.041
 -0.03  -0.052 -0.019 -0.02   0.024 -0.022  0.023 -0.026  0.011 -0.009]",1
11,"[ 0.37   0.1    0.001 -0.103 -0.029  0.035  0.036  0.011  0.036 -0.036
 -0.002 -0.049 -0.028 -0.018  0.022 -0.024  0.02  -0.03   0.003 -0.011]","[ 0.345  0.1    0.015  0.028 -0.029  0.025  0.043  0.005 -0.009 -0.036
 -0.017 -0.052 -0.034 -0.022 -0.044 -0.022  0.038 -0.028 -0.011 -0.013]",0
