,source,target,label
0,"[-0.091  0.051 -0.057 -0.107 -0.033 -0.082 -0.038  0.031  0.122 -0.063
  0.131  0.073 -0.047 -0.058  0.058 -0.002  0.085 -0.016 -0.015 -0.008]","[ 0.368  0.077  0.021 -0.129 -0.029  0.039  0.099  0.029 -0.002 -0.069
  0.097 -0.063 -0.057 -0.1    0.    -0.143  0.106  0.035  0.023 -0.062]",1
1,"[ 0.092  0.068 -0.077 -0.066 -0.029  0.04  -0.063  0.046 -0.012 -0.042
  0.114 -0.072 -0.02   0.057 -0.035 -0.01   0.01  -0.025 -0.093 -0.008]","[ 0.307  0.098  0.021 -0.094 -0.029  0.048  0.099  0.094  0.145 -0.019
  0.097 -0.05  -0.024 -0.1   -0.057 -0.139  0.106  0.039  0.023 -0.01 ]",1
2,"[-0.358  0.067  0.    -0.119 -0.035  0.04  -0.024  0.031 -0.012 -0.042
 -0.095 -0.072 -0.053 -0.101 -0.043 -0.044  0.009 -0.025 -0.098 -0.01 ]","[-0.389  0.156  0.021 -0.123 -0.019  0.014 -0.024  0.037  0.122  0.159
  0.134 -0.071 -0.064 -0.071  0.044 -0.016  0.04  -0.02  -0.071  0.01 ]",1
3,"[-0.129  0.084  0.049 -0.097 -0.03   0.048  0.103  0.018  0.008 -0.025
  0.098 -0.069 -0.078 -0.108 -0.042 -0.044  0.037  0.01  -0.08  -0.035]","[ 0.503  0.157 -0.089 -0.093 -0.028  0.014  0.099  0.038  0.002 -0.019
  0.097 -0.068 -0.024 -0.1   -0.066 -0.021  0.106 -0.078  0.013 -0.01 ]",1
4,"[ 0.375  0.067  0.021 -0.123 -0.03   0.04   0.135  0.041 -0.003 -0.042
 -0.095 -0.072 -0.084 -0.018  0.038 -0.01   0.098 -0.03  -0.08  -0.01 ]","[ 0.012  0.078 -0.002 -0.091 -0.029  0.042  0.054  0.019 -0.021 -0.042
 -0.045 -0.071  0.035 -0.018  0.045  0.004  0.008 -0.025 -0.094 -0.055]",0
5,"[-0.389  0.051 -0.028 -0.123 -0.028 -0.051  0.086  0.008  0.005 -0.038
  0.099 -0.029  0.019 -0.003 -0.054 -0.002  0.094 -0.089 -0.082 -0.003]","[ 0.307  0.096  0.004 -0.094 -0.031  0.048 -0.058  0.094  0.14  -0.049
  0.1    0.043 -0.024 -0.061 -0.056 -0.047  0.109 -0.017 -0.05  -0.01 ]",0
6,"[-0.358  0.067  0.002 -0.086 -0.036  0.04   0.075  0.142 -0.001 -0.042
 -0.095 -0.072 -0.015 -0.018 -0.043 -0.01   0.095 -0.025 -0.097 -0.01 ]","[ 0.375  0.067  0.002 -0.092 -0.03   0.04   0.075 -0.047 -0.006 -0.042
 -0.095 -0.072 -0.015 -0.018 -0.066 -0.044  0.095 -0.086 -0.112 -0.01 ]",0
7,"[ 0.396  0.202  0.004 -0.093 -0.029  0.038  0.099  0.078  0.003 -0.019
  0.097 -0.054 -0.025 -0.097 -0.052 -0.021  0.106  0.039 -0.062 -0.01 ]","[ 0.3    0.088 -0.046 -0.108 -0.034 -0.081 -0.126  0.058  0.011 -0.101
  0.118 -0.073  0.036 -0.086 -0.037 -0.002  0.091  0.051  0.012 -0.011]",1
8,"[-0.143  0.11  -0.079 -0.093 -0.047  0.03   0.062 -0.043 -0.006 -0.089
 -0.037 -0.052 -0.052 -0.096 -0.052 -0.026 -0.025 -0.019 -0.019 -0.014]","[ 0.226  0.153 -0.017 -0.123 -0.029  0.038 -0.12   0.1    0.026 -0.098
  0.128 -0.049  0.022 -0.095  0.044 -0.002  0.094 -0.021  0.012 -0.008]",1
9,"[-0.409  0.068 -0.077 -0.066 -0.029  0.04  -0.063  0.046  0.002 -0.042
  0.114 -0.072 -0.02   0.051 -0.035 -0.01   0.007 -0.023 -0.093 -0.008]","[-0.283  0.187 -0.013 -0.093 -0.029  0.03   0.099 -0.043  0.002 -0.019
  0.151 -0.052 -0.027 -0.018 -0.052 -0.026  0.106  0.039  0.013 -0.01 ]",1
