,source,target,label
0,[ 0.707  0.508  0.23   0.091 -0.022  0.017  0.032 -0.078  0.001 -0.003],[ 0.711  0.509  0.266  0.041 -0.033  0.001  0.031 -0.077  0.024  0.016],0
1,[ 0.712  0.499  0.265  0.06  -0.029 -0.028  0.032 -0.061 -0.032  0.015],[ 0.709  0.5    0.291  0.052 -0.004 -0.02   0.039 -0.076  0.026  0.019],1
2,[ 0.713  0.54   0.268  0.062 -0.026 -0.018  0.045 -0.035  0.025  0.019],[ 0.715  0.553  0.288  0.059 -0.02   0.02   0.037 -0.077  0.025  0.005],1
3,[ 0.711  0.558  0.279  0.091 -0.032  0.007  0.038 -0.05   0.049  0.02 ],[ 0.716  0.497  0.287  0.092 -0.029  0.017  0.037 -0.08   0.025  0.   ],1
4,[ 0.718  0.491  0.266  0.043  0.004 -0.017  0.039 -0.044 -0.054  0.014],[ 0.712  0.553  0.263  0.026 -0.02   0.037  0.034 -0.055  0.012 -0.005],1
5,[ 0.714  0.55   0.301  0.111 -0.036 -0.019  0.041 -0.05   0.049  0.009],[ 0.674  0.512  0.266  0.04  -0.033  0.001  0.029 -0.024  0.024  0.014],0
6,[ 0.71   0.512  0.265  0.09  -0.032 -0.033  0.038 -0.046 -0.04   0.021],[ 0.713  0.509  0.266  0.052 -0.028 -0.017  0.039 -0.063 -0.032  0.019],1
7,[ 0.71   0.553  0.314  0.088 -0.02  -0.019  0.011 -0.044  0.025  0.019],[ 0.731  0.512  0.314  0.052 -0.02  -0.021  0.012 -0.02   0.025  0.019],1
8,[ 0.712  0.512  0.314  0.052 -0.02  -0.026  0.017 -0.02   0.025  0.016],[ 0.715  0.512  0.253  0.089 -0.002 -0.031  0.033 -0.056 -0.044 -0.007],1
9,[ 0.722  0.519  0.293  0.09  -0.037 -0.017  0.037 -0.053  0.004  0.003],[ 0.716  0.497  0.293  0.091 -0.032  0.017  0.035 -0.076  0.024  0.   ],1
10,[ 0.691  0.553  0.314  0.088 -0.02  -0.019  0.012 -0.02   0.025  0.019],[ 0.716  0.497  0.287  0.091 -0.032  0.017  0.035 -0.08   0.025  0.   ],1
11,[ 0.723  0.553  0.314  0.088 -0.02  -0.017  0.012 -0.02   0.025  0.019],[ 0.716  0.497  0.267  0.091 -0.033 -0.001  0.035 -0.08   0.025 -0.002],1
12,[ 0.715  0.512  0.268  0.094 -0.018 -0.031  0.032 -0.023 -0.044  0.014],[ 0.723  0.496  0.291  0.091 -0.032  0.002  0.014 -0.076  0.025 -0.004],1
13,[ 0.712  0.502  0.272  0.09  -0.037  0.014  0.035 -0.048  0.013  0.019],[ 0.715  0.512  0.266  0.094 -0.002 -0.031  0.032 -0.024 -0.044  0.014],0
14,[ 0.713  0.509  0.266  0.052 -0.027 -0.028  0.032 -0.061 -0.032  0.015],[ 0.715  0.553  0.322  0.059 -0.02   0.037  0.038 -0.055  0.025  0.019],0
15,[ 0.716  0.508  0.271  0.093 -0.027  0.017  0.032 -0.08   0.001  0.017],[ 0.714  0.55   0.301  0.111 -0.036 -0.019  0.041 -0.05   0.049  0.011],0
16,[ 0.715  0.553  0.314  0.088 -0.02  -0.02   0.038 -0.02  -0.045  0.019],[ 0.716  0.49   0.272  0.025 -0.035 -0.017  0.039 -0.051  0.004  0.003],1
17,[ 0.723  0.553  0.314  0.088 -0.02  -0.018  0.012 -0.02   0.025  0.019],[ 0.716  0.519  0.288  0.03  -0.037 -0.017  0.035 -0.052  0.027 -0.   ],1
18,[ 0.715  0.506  0.314  0.088 -0.02   0.037  0.034 -0.02   0.018  0.019],[ 0.718  0.553  0.314  0.088 -0.02  -0.017  0.012 -0.056  0.024  0.017],1
19,[ 0.713  0.509  0.266  0.052 -0.029 -0.028  0.005 -0.069 -0.032  0.015],[ 0.715  0.553  0.314  0.088 -0.02   0.037  0.038 -0.02   0.025  0.019],0
20,[ 0.711  0.486  0.293  0.09  -0.032  0.006  0.062 -0.045  0.021  0.011],[ 0.717  0.553  0.291  0.088 -0.034 -0.02   0.012 -0.047  0.028 -0.004],0
21,[ 0.715  0.552  0.266  0.11  -0.009 -0.028  0.032 -0.024 -0.044  0.014],[ 0.717  0.503  0.272  0.094 -0.004  0.013  0.034 -0.016  0.042  0.019],0
22,[ 0.706  0.514  0.27   0.11  -0.038 -0.032  0.038  0.056  0.05  -0.002],[ 0.716  0.553  0.303  0.108 -0.042 -0.019  0.008 -0.029 -0.037  0.031],0
23,[ 0.707  0.547  0.27   0.11  -0.038 -0.018  0.039  0.056  0.05   0.007],[ 0.708  0.499  0.292  0.093 -0.039 -0.005  0.032 -0.055 -0.036 -0.007],1
24,[ 0.714  0.549  0.302  0.093 -0.036 -0.019  0.01  -0.048  0.049  0.009],[ 0.714  0.553  0.314  0.088 -0.02  -0.019  0.012 -0.02   0.025  0.019],0
25,[ 0.723  0.553  0.291  0.088 -0.034 -0.02   0.012 -0.046  0.025 -0.004],[ 0.715  0.512  0.314  0.052 -0.026 -0.027  0.012 -0.047  0.025  0.019],1
26,[ 0.731  0.5    0.314  0.051 -0.02  -0.021  0.012 -0.02   0.025  0.019],[ 0.716  0.498  0.287  0.089 -0.019  0.017  0.034 -0.074  0.025 -0.007],0
27,[ 0.715  0.553  0.304  0.088 -0.02   0.032  0.038 -0.027  0.06   0.017],[ 0.711  0.496  0.279  0.09  -0.032  0.007  0.067 -0.048  0.045  0.02 ],1
