,source,target,label
0,"[-0.244  0.086  0.014 -0.085 -0.106  0.035 -0.106  0.189  0.144 -0.019
 -0.076 -0.051 -0.067 -0.174 -0.052  0.011  0.105 -0.038  0.023 -0.01 ]","[-0.337  0.211  0.048 -0.086  0.01   0.036 -0.098  0.172  0.116 -0.105
  0.01  -0.075 -0.063 -0.161 -0.056 -0.039  0.032 -0.149 -0.113 -0.011]",1
1,"[-0.386  0.047  0.022 -0.065 -0.002 -0.045  0.083  0.096 -0.092  0.213
  0.095 -0.074 -0.064 -0.176 -0.058 -0.038  0.037 -0.075 -0.074 -0.008]","[ 0.375  0.216  0.007 -0.094 -0.029  0.046 -0.141  0.189  0.145 -0.019
  0.115 -0.05  -0.024 -0.1    0.125 -0.139  0.106  0.039  0.023 -0.01 ]",0
2,"[-0.428  0.05  -0.024 -0.062  0.157  0.05  -0.083  0.061  0.15  -0.042
  0.116 -0.061 -0.028 -0.181 -0.035  0.036  0.122  0.042 -0.105 -0.042]","[-0.389  0.089 -0.077 -0.115 -0.031  0.038 -0.078 -0.103  0.014 -0.1
  0.129 -0.073 -0.064 -0.181 -0.052 -0.001  0.008 -0.023 -0.052 -0.011]",0
3,"[-0.449  0.216 -0.049 -0.117  0.18   0.05  -0.056  0.166  0.117 -0.069
  0.031 -0.062 -0.078 -0.129  0.017 -0.109 -0.014 -0.118 -0.019 -0.037]","[-0.242  0.039 -0.073 -0.085 -0.102  0.036  0.024  0.199  0.01  -0.036
  0.129 -0.056 -0.064 -0.175 -0.051 -0.001  0.094 -0.024 -0.056 -0.011]",0
4,"[-0.353  0.087 -0.057 -0.095  0.152  0.05  -0.047  0.038  0.119 -0.066
  0.109 -0.068 -0.075 -0.183  0.008 -0.109  0.001 -0.106  0.037 -0.065]","[-0.338  0.209 -0.023 -0.076  0.002 -0.013 -0.06   0.158  0.009 -0.087
  0.01  -0.024 -0.054 -0.162 -0.056 -0.044  0.031 -0.204 -0.113 -0.01 ]",1
5,"[ 0.375  0.086  0.009 -0.085 -0.029  0.026 -0.117  0.189  0.144 -0.019
 -0.109 -0.051 -0.067 -0.183 -0.059 -0.139  0.106  0.08   0.023 -0.01 ]","[-0.501  0.223 -0.073 -0.086 -0.03   0.038 -0.091  0.189 -0.015 -0.117
  0.129 -0.074 -0.064 -0.095 -0.052 -0.001  0.036 -0.016 -0.06  -0.011]",0
6,"[-0.436  0.087 -0.057 -0.122  0.144  0.05  -0.056  0.038  0.125 -0.036
  0.127 -0.062 -0.075 -0.182 -0.063 -0.109  0.091 -0.011 -0.066 -0.037]","[-0.399  0.065 -0.047 -0.126  0.002  0.052 -0.095  0.066  0.015 -0.069
  0.125 -0.017 -0.054 -0.176  0.016 -0.145 -0.022 -0.078  0.005 -0.034]",0
7,"[ 0.414  0.088 -0.057 -0.138 -0.063  0.046 -0.047  0.176  0.139 -0.068
 -0.027 -0.067 -0.078 -0.186  0.008 -0.162  0.005 -0.09   0.037 -0.034]","[-0.38   0.104  0.007 -0.076  0.168  0.047 -0.088  0.159  0.099 -0.045
  0.098 -0.088 -0.056 -0.141  0.008 -0.201  0.033  0.118 -0.026 -0.044]",1
8,"[-0.389  0.104 -0.073 -0.085 -0.03   0.038 -0.091  0.197 -0.015 -0.117
  0.129 -0.073 -0.07  -0.157 -0.052 -0.001  0.044 -0.016 -0.06  -0.011]","[-0.351  0.088 -0.057 -0.138  0.001  0.05  -0.104  0.069  0.082  0.134
 -0.031 -0.068 -0.069 -0.183  0.015 -0.151  0.001 -0.034  0.035 -0.041]",0
9,"[-0.389  0.104 -0.077 -0.133 -0.031  0.041 -0.078  0.197  0.01  -0.104
  0.129 -0.073 -0.064 -0.165 -0.052 -0.001  0.095 -0.024 -0.057 -0.011]","[-0.026  0.039 -0.073 -0.085 -0.086  0.036  0.024  0.199  0.    -0.06
  0.129 -0.056 -0.064 -0.175 -0.052 -0.032  0.094 -0.152 -0.056 -0.011]",1
10,"[ 0.041  0.047  0.022 -0.065 -0.002 -0.045  0.083  0.096  0.142  0.213
  0.096 -0.074 -0.064 -0.16  -0.058 -0.038  0.045 -0.091 -0.074  0.009]","[-0.389  0.088 -0.057 -0.138  0.001  0.05  -0.047  0.038  0.082 -0.066
  0.109 -0.068 -0.075 -0.183  0.008 -0.151  0.001 -0.09   0.037 -0.063]",1
11,"[ 0.408  0.052 -0.05  -0.085  0.024  0.026 -0.11   0.177  0.122 -0.083
 -0.125 -0.085 -0.028 -0.121 -0.059 -0.109  0.077  0.046 -0.019 -0.039]","[-0.339  0.102  0.007 -0.094 -0.031  0.046 -0.141  0.176  0.085 -0.019
  0.115 -0.05  -0.06  -0.1    0.125 -0.139  0.09   0.039  0.024 -0.138]",1
