,source,target,label
0,"[ 0.366  0.095 -0.065 -0.093 -0.029  0.038  0.086  0.008 -0.028 -0.037
 -0.1   -0.051 -0.017 -0.033 -0.051 -0.026  0.029  0.056  0.043 -0.011]","[ 0.086  0.102  0.002 -0.116 -0.029  0.05   0.08   0.032  0.035 -0.018
 -0.046 -0.05  -0.026 -0.037 -0.05   0.007  0.031 -0.026  0.041 -0.01 ]",0
1,"[-0.403  0.102 -0.018 -0.093 -0.029  0.03  -0.078  0.02   0.001 -0.018
 -0.05  -0.05  -0.064 -0.032 -0.05  -0.026  0.038  0.024  0.038 -0.01 ]","[ 0.362  0.065  0.065 -0.089 -0.029  0.041 -0.07   0.024 -0.02  -0.037
 -0.095 -0.05  -0.041 -0.035 -0.054 -0.017  0.038 -0.011 -0.07  -0.01 ]",1
2,"[ 0.012  0.078 -0.002 -0.093 -0.029  0.025  0.054  0.019 -0.021 -0.042
 -0.045 -0.071 -0.031 -0.018 -0.067  0.004  0.008 -0.024 -0.085 -0.057]","[ 0.362  0.065 -0.    -0.088 -0.029  0.041 -0.057  0.023 -0.021 -0.037
 -0.095 -0.071 -0.013 -0.035 -0.006 -0.017  0.041 -0.024 -0.09  -0.018]",0
3,"[-0.052  0.067 -0.005 -0.085 -0.006  0.033  0.088  0.012  0.01   0.054
 -0.061 -0.072 -0.065 -0.003 -0.043 -0.056  0.022 -0.025 -0.08  -0.009]","[-0.283  0.105  0.066 -0.094 -0.029  0.03  -0.088 -0.032  0.002 -0.019
 -0.05  -0.052 -0.064 -0.018 -0.052 -0.016  0.081 -0.013  0.013 -0.01 ]",1
4,"[ 0.086  0.069  0.002 -0.093  0.001  0.05  -0.077  0.02   0.037 -0.018
  0.092 -0.05  -0.038 -0.037 -0.05   0.007  0.038 -0.025  0.041 -0.01 ]","[ 0.012  0.082 -0.002 -0.093 -0.029  0.031  0.053  0.019 -0.022 -0.042
 -0.045 -0.071  0.035 -0.018 -0.061 -0.03   0.008 -0.027 -0.094 -0.055]",1
5,"[-0.374  0.102 -0.018 -0.094 -0.029  0.03  -0.078  0.02   0.001 -0.019
 -0.051 -0.05  -0.064 -0.032 -0.055 -0.025  0.038  0.024  0.024 -0.011]","[ 0.375  0.067 -0.002 -0.093 -0.029  0.042  0.084  0.013 -0.007 -0.042
 -0.093 -0.05  -0.035 -0.018  0.053 -0.024  0.116 -0.025  0.01  -0.011]",1
6,"[ 0.362  0.065 -0.082 -0.088 -0.029  0.041 -0.058  0.004 -0.021 -0.037
 -0.095 -0.05  -0.017 -0.033 -0.037 -0.024  0.041 -0.018  0.007 -0.072]","[ 0.381  0.074  0.014 -0.093 -0.029  0.038  0.051  0.008  0.001 -0.041
 -0.027 -0.049 -0.019 -0.068  0.031 -0.021  0.019 -0.02   0.018 -0.067]",0
7,"[ 0.012  0.084 -0.002 -0.091 -0.029  0.042  0.054  0.019  0.037 -0.038
  0.097 -0.067  0.045  0.002  0.045  0.004  0.008 -0.025 -0.094 -0.055]","[-0.332  0.098 -0.079 -0.093 -0.046  0.037  0.058  0.056 -0.006  0.058
 -0.037 -0.052 -0.05   0.014 -0.052 -0.028 -0.025 -0.019 -0.019 -0.008]",1
8,"[ 0.37   0.07  -0.002 -0.093 -0.029  0.044  0.036  0.014 -0.02  -0.043
 -0.096 -0.05  -0.029 -0.015 -0.057 -0.021 -0.016  0.043 -0.081 -0.011]","[-0.286  0.072 -0.013 -0.094 -0.029  0.03   0.097  0.005 -0.027 -0.019
 -0.05  -0.073 -0.062 -0.019 -0.051 -0.02   0.031 -0.043  0.013 -0.057]",1
9,"[ 0.116  0.102  0.002 -0.093 -0.029  0.05  -0.07   0.026  0.037 -0.038
  0.092 -0.05  -0.039 -0.033 -0.054  0.007  0.038 -0.03   0.046 -0.01 ]","[ 0.362  0.065  0.001 -0.086 -0.029  0.041 -0.045  0.026 -0.02  -0.038
  0.045 -0.041 -0.031 -0.033 -0.039 -0.017  0.046 -0.012 -0.01  -0.018]",0
10,"[ 0.086  0.069 -0.002 -0.115 -0.002  0.04   0.071  0.032  0.037 -0.018
  0.092 -0.071 -0.023 -0.036 -0.05  -0.054  0.031 -0.025  0.029 -0.053]","[ 0.086  0.069 -0.054 -0.093 -0.002  0.049  0.071  0.032  0.044 -0.018
 -0.115 -0.05  -0.027 -0.036 -0.05  -0.025  0.031 -0.042  0.029 -0.009]",1
11,"[ 0.369  0.081 -0.002 -0.093 -0.029  0.044  0.036  0.023 -0.02  -0.043
 -0.096 -0.05  -0.029 -0.015 -0.056 -0.021 -0.001  0.043 -0.085 -0.011]","[ 0.117  0.072 -0.026 -0.054 -0.029  0.04  -0.048  0.009  0.072 -0.043
 -0.045 -0.072 -0.02   0.038 -0.035  0.001  0.01  -0.025 -0.093 -0.009]",0
12,"[ 0.373  0.067  0.002 -0.092 -0.029  0.041  0.075  0.142  0.014 -0.043
 -0.032 -0.05  -0.025 -0.017 -0.051 -0.022  0.107 -0.025  0.01  -0.01 ]","[-0.318  0.098 -0.079 -0.086 -0.024  0.037  0.058  0.022  0.023  0.058
 -0.092 -0.05  -0.06   0.024 -0.034 -0.026 -0.025 -0.012 -0.026 -0.008]",1
