,source,target,label
0,"[ 0.335  0.101  0.017 -0.091 -0.029  0.04   0.031 -0.013 -0.037 -0.038
  0.01   0.015 -0.032 -0.016  0.018 -0.022  0.003 -0.014  0.003 -0.024]","[ 0.368  0.102  0.015 -0.091 -0.029  0.017  0.05   0.008 -0.01  -0.036
 -0.008 -0.045 -0.022 -0.017  0.025 -0.021  0.018 -0.019 -0.009 -0.009]",1
1,"[ 0.321  0.099  0.015  0.045 -0.029  0.017  0.034  0.011 -0.006 -0.037
 -0.018 -0.045 -0.039 -0.018  0.02   0.013  0.004 -0.009 -0.001 -0.022]","[ 0.345  0.098  0.015  0.028 -0.029  0.019  0.043  0.005 -0.009 -0.036
 -0.018 -0.052 -0.037 -0.023 -0.044 -0.022 -0.008 -0.028 -0.011 -0.013]",1
2,"[ 0.303  0.106  0.015 -0.091 -0.029  0.024  0.036  0.008  0.034 -0.038
 -0.012 -0.045 -0.028 -0.024 -0.015 -0.012  0.026 -0.019 -0.012 -0.013]","[ 0.373  0.101  0.015 -0.091 -0.029  0.038  0.026 -0.01   0.037 -0.04
 -0.012  0.009 -0.028 -0.018 -0.007 -0.02   0.008 -0.026 -0.009 -0.01 ]",0
3,"[ 0.369  0.1    0.015 -0.091 -0.029  0.017  0.023  0.008  0.031 -0.039
 -0.008 -0.045 -0.039 -0.017  0.026 -0.013 -0.006 -0.019 -0.008 -0.013]","[ 0.353  0.1    0.015 -0.093 -0.029  0.039  0.04  -0.007 -0.004 -0.037
  0.01   0.02  -0.021 -0.02   0.035 -0.015  0.    -0.025  0.016 -0.057]",0
4,"[ 0.343  0.098  0.    -0.091 -0.029  0.02   0.034  0.009 -0.011 -0.036
 -0.01  -0.045 -0.039 -0.019  0.017 -0.021  0.005 -0.02   0.005 -0.013]","[ 0.373  0.105  0.015 -0.091 -0.029  0.038  0.026  0.028  0.032 -0.038
  0.047  0.014 -0.028 -0.016 -0.015 -0.028  0.008 -0.026  0.017 -0.01 ]",0
5,"[ 0.354  0.098  0.003 -0.094 -0.029  0.036  0.05  -0.009 -0.014 -0.036
 -0.009  0.022 -0.034 -0.018  0.034 -0.02   0.003 -0.025 -0.009 -0.016]","[ 0.321  0.097 -0.008 -0.091 -0.029  0.05   0.034  0.031 -0.008 -0.039
 -0.012 -0.045 -0.027 -0.018  0.027 -0.016  0.008 -0.012  0.002 -0.022]",1
6,"[ 0.368  0.102  0.015 -0.092 -0.029  0.017  0.031  0.008 -0.01  -0.036
 -0.004 -0.045 -0.022 -0.018  0.025 -0.021  0.022 -0.019 -0.03  -0.009]","[ 0.359  0.098  0.014 -0.094 -0.029  0.036  0.05  -0.009 -0.014 -0.036
  0.009  0.02  -0.036 -0.018  0.034 -0.02   0.019 -0.025  0.022 -0.016]",0
7,"[ 0.321  0.101  0.002 -0.091 -0.029  0.036  0.033 -0.008 -0.007 -0.038
 -0.009  0.022 -0.028 -0.02   0.029 -0.021 -0.008 -0.028 -0.006 -0.05 ]","[ 0.33   0.106 -0.001 -0.091 -0.029  0.033  0.032  0.01  -0.007 -0.038
  0.007  0.017 -0.028 -0.02   0.016 -0.013  0.038 -0.025 -0.003 -0.053]",0
8,"[ 0.343  0.098  0.    -0.091 -0.029  0.019  0.034  0.009  0.037 -0.036
 -0.01   0.031 -0.021 -0.019  0.017 -0.021  0.005 -0.02   0.005 -0.017]","[ 0.354  0.102  0.021 -0.091 -0.029  0.036  0.05  -0.007  0.031 -0.036
 -0.009 -0.045 -0.019 -0.018  0.034 -0.02   0.001 -0.025  0.003 -0.016]",1
9,"[ 0.303  0.106  0.015 -0.091 -0.029  0.037  0.036  0.026  0.034 -0.038
  0.04  -0.045 -0.028 -0.024  0.026 -0.012  0.021 -0.019  0.007 -0.013]","[ 0.318  0.099  0.015  0.041 -0.029  0.025  0.029  0.007  0.024 -0.038
 -0.016 -0.045 -0.028 -0.023 -0.031 -0.021  0.026 -0.017  0.045 -0.013]",0
