,source,target,label
0,"[ 0.381  0.103  0.014 -0.091 -0.029  0.094 -0.036  0.032 -0.007 -0.037
 -0.048 -0.05  -0.02  -0.033 -0.039 -0.021  0.019 -0.011  0.003 -0.018]","[ 0.38   0.101  0.013 -0.097 -0.029  0.034  0.047 -0.024 -0.007 -0.041
 -0.021 -0.049 -0.026 -0.02   0.051 -0.021  0.017 -0.019  0.041 -0.049]",0
1,"[ 0.394  0.072  0.004 -0.086 -0.029  0.041  0.032  0.007 -0.02  -0.038
  0.05  -0.041 -0.03  -0.033 -0.048 -0.012  0.01  -0.004 -0.024 -0.007]","[ 0.361  0.067 -0.017 -0.097 -0.029  0.035  0.074  0.008 -0.018 -0.041
 -0.022 -0.049 -0.031 -0.059  0.03  -0.016  0.041 -0.02   0.004 -0.015]",1
2,"[ 0.371  0.102  0.014 -0.097 -0.029  0.035  0.051  0.051 -0.007 -0.041
 -0.025 -0.05  -0.02  -0.019  0.025 -0.021  0.009 -0.019  0.045 -0.048]","[ 0.371  0.101  0.014 -0.097 -0.029  0.034  0.029  0.051 -0.007 -0.041
 -0.026 -0.05  -0.02  -0.028  0.025 -0.021  0.009 -0.019  0.045 -0.045]",0
3,"[-0.205  0.074  0.006 -0.093 -0.029  0.038  0.053  0.02   0.038 -0.021
 -0.016 -0.052 -0.022 -0.037  0.024 -0.022  0.001 -0.022 -0.001 -0.025]","[ 0.362  0.065  0.002 -0.094 -0.029  0.041 -0.045  0.002 -0.018 -0.038
  0.045 -0.041 -0.031 -0.033 -0.045 -0.017  0.046 -0.012 -0.01  -0.018]",0
4,"[ 0.371  0.101  0.014 -0.097 -0.029  0.035  0.051  0.006 -0.007 -0.041
 -0.027 -0.049 -0.02  -0.02   0.024 -0.021  0.005 -0.019  0.045 -0.049]","[ 0.384  0.074  0.002 -0.098 -0.029  0.035  0.032  0.008 -0.006 -0.038
  0.064 -0.041 -0.03  -0.033 -0.035 -0.012  0.005 -0.004 -0.039 -0.007]",1
5,"[ 0.373  0.106  0.001 -0.093 -0.029  0.05   0.037  0.053  0.036 -0.037
  0.04  -0.05  -0.027 -0.018  0.035 -0.013  0.044 -0.025  0.016 -0.01 ]","[ 0.381  0.101  0.014 -0.097 -0.029  0.045  0.051  0.008  0.026 -0.041
 -0.027 -0.049 -0.02  -0.023 -0.036 -0.021  0.005  0.029  0.018 -0.079]",1
6,"[ 0.371  0.097  0.014 -0.097 -0.029  0.035  0.051  0.004 -0.007 -0.041
 -0.027 -0.049 -0.02  -0.022  0.024 -0.021  0.005  0.02   0.045 -0.058]","[ 0.354  0.101 -0.001 -0.097 -0.029  0.036  0.051  0.004 -0.007 -0.041
 -0.027 -0.07  -0.019 -0.02   0.024 -0.021  0.005 -0.028  0.045 -0.049]",1
7,"[ 0.358  0.102 -0.003 -0.096 -0.028  0.046  0.074  0.031 -0.02  -0.035
 -0.038 -0.044 -0.021 -0.022 -0.049 -0.018 -0.041 -0.022  0.009 -0.012]","[ 0.358  0.102 -0.001 -0.096 -0.029  0.046  0.049  0.024 -0.02  -0.035
 -0.028 -0.044 -0.019 -0.02  -0.04  -0.021 -0.041 -0.022  0.052 -0.012]",0
8,"[ 0.378  0.065  0.001 -0.086 -0.029  0.036 -0.045  0.004 -0.019 -0.041
 -0.026 -0.049 -0.02  -0.044 -0.036 -0.021  0.008 -0.004 -0.009 -0.007]","[ 0.355  0.101 -0.001 -0.097 -0.029  0.04  -0.014 -0.001 -0.021 -0.041
  0.043 -0.07  -0.031 -0.02   0.024 -0.021  0.013 -0.033 -0.01  -0.053]",0
9,"[ 0.382  0.109  0.001 -0.086 -0.029  0.042  0.042  0.021 -0.028 -0.038
  0.058 -0.041 -0.03  -0.034 -0.06  -0.02   0.009 -0.019 -0.014 -0.007]","[ 0.376  0.101 -0.024 -0.096 -0.029  0.026  0.054  0.004 -0.007 -0.041
 -0.03  -0.052 -0.026 -0.02   0.027 -0.022 -0.055 -0.026  0.009 -0.012]",1
10,"[ 0.381  0.067  0.018 -0.097 -0.028  0.035  0.053  0.004 -0.007 -0.035
 -0.027 -0.049 -0.02  -0.022 -0.035 -0.022  0.005  0.037  0.018 -0.015]","[ 0.127  0.074  0.014 -0.091 -0.029  0.034  0.051  0.008 -0.005 -0.041
 -0.027 -0.052 -0.02  -0.068  0.023 -0.021  0.019 -0.02   0.001 -0.024]",1
