,source,target,label
0,"[ 0.321  0.114  0.021 -0.004  0.007  0.012  0.019  0.001 -0.009 -0.038
 -0.016  0.009 -0.01  -0.017  0.02  -0.01   0.002 -0.002  0.001 -0.015]","[ 0.321  0.099  0.021  0.012  0.004  0.016  0.019  0.006 -0.008 -0.038
  0.007  0.023 -0.008 -0.01   0.02  -0.023  0.002 -0.009  0.001 -0.014]",0
1,"[ 0.321  0.113  0.015 -0.001  0.007  0.013  0.02   0.007 -0.01  -0.038
  0.014  0.021 -0.009 -0.016  0.017 -0.02   0.002 -0.01  -0.001 -0.014]","[ 0.321  0.114  0.021 -0.004  0.007  0.013  0.019  0.002 -0.009 -0.038
 -0.016  0.008 -0.01  -0.017  0.02  -0.01   0.002 -0.002  0.001 -0.015]",1
2,"[ 0.321  0.093  0.016  0.013  0.004  0.014  0.019  0.007 -0.009 -0.038
 -0.006  0.016 -0.011 -0.015  0.019 -0.013  0.002 -0.008  0.001 -0.014]","[ 0.321  0.111  0.013  0.013 -0.001  0.016  0.016  0.007 -0.01  -0.038
 -0.013  0.021 -0.014 -0.012  0.02  -0.008  0.002 -0.01   0.002 -0.014]",1
3,"[ 0.318  0.098  0.015 -0.002  0.007  0.018  0.019  0.007 -0.011 -0.038
  0.006  0.01  -0.01  -0.018  0.021 -0.009  0.001 -0.003 -0.004 -0.015]","[ 0.321  0.099  0.018 -0.002  0.005  0.02   0.019  0.007 -0.009 -0.038
 -0.013  0.013 -0.01  -0.009  0.009 -0.019  0.002 -0.008  0.001 -0.014]",1
4,"[ 0.322  0.093  0.015  0.018  0.016  0.014  0.019  0.007 -0.01  -0.038
 -0.008  0.019  0.012 -0.013  0.02  -0.013  0.003 -0.009  0.002 -0.014]","[ 0.321  0.099  0.018 -0.001  0.006  0.02   0.019  0.007 -0.009 -0.038
 -0.013  0.015 -0.01  -0.009  0.009 -0.013  0.002 -0.008 -0.003 -0.014]",1
5,"[ 0.322  0.098  0.015  0.004  0.006  0.013  0.019  0.007 -0.009 -0.038
 -0.006  0.012 -0.01  -0.013  0.007 -0.021  0.007 -0.008  0.001 -0.014]","[ 0.321  0.091  0.015 -0.001  0.007  0.013  0.02   0.007 -0.01  -0.038
  0.014  0.021 -0.011 -0.012  0.016 -0.012  0.002 -0.01  -0.003 -0.014]",1
6,"[ 0.318  0.093  0.015 -0.001  0.008  0.013  0.019  0.006 -0.009 -0.038
 -0.004  0.01  -0.002 -0.013  0.02  -0.021  0.002 -0.01   0.001 -0.014]","[ 0.318  0.098  0.015  0.001  0.005  0.017  0.019  0.007 -0.007 -0.038
 -0.013  0.012 -0.01  -0.016  0.009 -0.013  0.002 -0.008 -0.003 -0.015]",1
7,"[ 0.321  0.099  0.018  0.003  0.007  0.016  0.021  0.007 -0.011 -0.038
  0.019  0.02  -0.011 -0.018  0.017 -0.015  0.002 -0.008 -0.    -0.014]","[ 0.318  0.112  0.015 -0.001  0.009  0.013  0.019  0.006 -0.009 -0.038
  0.009  0.011 -0.008 -0.013  0.018 -0.021  0.002 -0.01   0.001 -0.014]",0
8,"[ 0.321  0.099  0.013  0.011 -0.001  0.016  0.016  0.007 -0.01  -0.038
 -0.013  0.021 -0.007 -0.013  0.023 -0.008  0.002 -0.008  0.002 -0.014]","[ 0.322  0.101  0.015  0.004  0.004  0.015  0.02   0.007 -0.01  -0.038
 -0.008  0.012  0.014 -0.012  0.02  -0.021  0.003 -0.009  0.001 -0.014]",0
9,"[ 0.318  0.124  0.015 -0.001  0.009  0.02   0.021  0.007 -0.009 -0.038
  0.014  0.012 -0.011  0.03   0.007  0.044  0.002 -0.008 -0.002 -0.014]","[ 0.319  0.099  0.015 -0.002  0.006  0.015  0.014  0.007 -0.009 -0.038
  0.012  0.012 -0.011 -0.015  0.007 -0.022  0.002 -0.009 -0.006 -0.014]",1
