,source,target,label
0,[0.712 0.515 0.273 0.084 0.02  0.012 0.009 0.002 0.007 0.004],[0.714 0.513 0.267 0.084 0.02  0.012 0.009 0.001 0.007 0.002],1
1,[0.712 0.515 0.273 0.083 0.02  0.012 0.009 0.002 0.007 0.004],[0.712 0.512 0.267 0.084 0.02  0.011 0.009 0.012 0.01  0.001],1
2,[ 0.712  0.515  0.272  0.086  0.021  0.012  0.009 -0.001  0.009  0.003],[0.712 0.513 0.267 0.086 0.02  0.011 0.009 0.014 0.011 0.   ],0
3,[0.712 0.513 0.27  0.084 0.02  0.01  0.008 0.001 0.007 0.   ],[ 0.712  0.513  0.273  0.086  0.02   0.012  0.007  0.001  0.009 -0.002],0
4,[0.714 0.513 0.267 0.084 0.02  0.012 0.009 0.001 0.007 0.   ],[0.712 0.515 0.272 0.086 0.02  0.01  0.008 0.012 0.01  0.   ],0
5,[ 0.712  0.515  0.272  0.086  0.02   0.011  0.009 -0.001  0.006  0.   ],[ 0.713  0.513  0.273  0.084  0.02   0.012  0.009 -0.001  0.012  0.003],0
6,[0.714 0.513 0.267 0.084 0.02  0.009 0.008 0.001 0.008 0.   ],[0.714 0.511 0.267 0.084 0.02  0.011 0.009 0.005 0.008 0.   ],0
7,[0.712 0.512 0.267 0.086 0.02  0.011 0.009 0.012 0.01  0.   ],[0.714 0.513 0.272 0.085 0.02  0.011 0.008 0.001 0.007 0.001],0
8,[ 0.712  0.515  0.273  0.084  0.02   0.01   0.01   0.002  0.007 -0.   ],[0.713 0.513 0.267 0.086 0.02  0.011 0.009 0.014 0.011 0.   ],1
9,[0.712 0.515 0.274 0.086 0.021 0.011 0.009 0.012 0.007 0.006],[ 0.712  0.515  0.272  0.084  0.02   0.009  0.008 -0.     0.007  0.004],1
10,[0.712 0.513 0.273 0.084 0.02  0.011 0.009 0.001 0.006 0.003],[0.712 0.515 0.273 0.089 0.02  0.01  0.009 0.001 0.007 0.004],0
11,[0.712 0.513 0.267 0.086 0.02  0.01  0.008 0.012 0.01  0.   ],[ 0.714  0.515  0.27   0.089  0.02   0.012  0.008 -0.001  0.007 -0.   ],1
12,[ 0.714  0.515  0.272  0.089  0.02   0.01   0.008 -0.001  0.007  0.005],[ 0.712  0.515  0.272  0.086  0.02   0.012  0.007 -0.001  0.007  0.004],1
13,[0.712 0.512 0.267 0.086 0.02  0.011 0.009 0.012 0.01  0.001],[0.714 0.515 0.27  0.086 0.021 0.009 0.008 0.001 0.007 0.   ],0
14,[ 0.712  0.515  0.27   0.084  0.02   0.01   0.007  0.002  0.007 -0.   ],[0.712 0.512 0.266 0.086 0.02  0.011 0.008 0.012 0.01  0.001],1
15,[ 0.712  0.515  0.272  0.086  0.02   0.01   0.009 -0.     0.008  0.004],[0.712 0.515 0.273 0.086 0.02  0.012 0.009 0.001 0.009 0.003],0
16,[0.712 0.515 0.272 0.086 0.02  0.011 0.009 0.    0.007 0.004],[ 0.712  0.515  0.272  0.086  0.02   0.01   0.008 -0.001  0.008  0.005],1
17,[ 0.714  0.512  0.272  0.086  0.02   0.01   0.009 -0.     0.007 -0.001],[0.712 0.516 0.275 0.086 0.02  0.01  0.008 0.012 0.008 0.   ],0
18,[0.712 0.515 0.273 0.086 0.02  0.012 0.009 0.001 0.009 0.004],[ 0.712  0.515  0.272  0.084  0.02   0.01   0.008 -0.     0.008  0.003],1
19,[ 0.712  0.515  0.272  0.086  0.02   0.01   0.008 -0.001  0.008  0.004],[0.712 0.512 0.273 0.086 0.02  0.012 0.009 0.001 0.009 0.003],0
20,[0.712 0.512 0.267 0.086 0.02  0.011 0.009 0.012 0.01  0.004],[0.712 0.512 0.273 0.084 0.02  0.011 0.009 0.001 0.01  0.004],1
21,[0.712 0.512 0.267 0.086 0.02  0.011 0.008 0.012 0.01  0.001],[ 0.712  0.515  0.272  0.085  0.02   0.011  0.008  0.     0.009 -0.001],0
22,[ 0.712  0.515  0.272  0.086  0.02   0.012  0.009 -0.001  0.009  0.004],[0.714 0.513 0.267 0.086 0.02  0.012 0.009 0.001 0.011 0.   ],1
23,[ 0.714  0.512  0.274  0.086  0.021  0.011  0.008  0.001  0.009 -0.004],[0.712 0.512 0.267 0.086 0.02  0.01  0.009 0.011 0.01  0.   ],1
24,[0.714 0.513 0.267 0.086 0.02  0.011 0.009 0.001 0.008 0.   ],[0.715 0.515 0.272 0.085 0.02  0.011 0.008 0.    0.009 0.004],0
25,[0.714 0.513 0.267 0.084 0.02  0.009 0.007 0.001 0.007 0.   ],[0.712 0.513 0.273 0.084 0.02  0.012 0.007 0.001 0.009 0.003],0
26,[0.715 0.515 0.272 0.086 0.02  0.011 0.008 0.    0.009 0.004],[0.712 0.512 0.269 0.086 0.02  0.011 0.008 0.014 0.01  0.   ],1
27,[0.714 0.513 0.269 0.089 0.02  0.01  0.007 0.001 0.007 0.   ],[0.712 0.512 0.268 0.086 0.02  0.012 0.009 0.012 0.007 0.006],0
28,[0.712 0.512 0.273 0.084 0.02  0.012 0.009 0.002 0.007 0.004],[0.714 0.513 0.267 0.086 0.02  0.012 0.009 0.001 0.008 0.   ],1
29,[0.712 0.515 0.272 0.086 0.02  0.01  0.009 0.012 0.008 0.   ],[ 0.714  0.515  0.272  0.09   0.02   0.01   0.009 -0.001  0.007  0.005],1
30,[ 0.714  0.512  0.272  0.089  0.02   0.01   0.009 -0.     0.007  0.005],[ 0.712  0.515  0.272  0.086  0.02   0.01   0.009 -0.001  0.008  0.004],0
31,[0.713 0.513 0.267 0.086 0.02  0.01  0.009 0.014 0.011 0.   ],[0.714 0.515 0.27  0.089 0.021 0.01  0.008 0.001 0.009 0.003],1
32,[ 0.714  0.515  0.27   0.084  0.021  0.01   0.008  0.001  0.009 -0.004],[0.712 0.513 0.267 0.086 0.02  0.01  0.009 0.012 0.008 0.   ],1
33,[ 0.712  0.515  0.272  0.086  0.02   0.012  0.009 -0.001  0.007  0.004],[ 0.712  0.515  0.272  0.086  0.02   0.01   0.009 -0.001  0.007  0.004],0
34,[0.714 0.512 0.268 0.086 0.02  0.011 0.009 0.001 0.007 0.   ],[0.712 0.512 0.273 0.084 0.02  0.01  0.008 0.018 0.01  0.004],0
35,[0.714 0.513 0.267 0.084 0.02  0.011 0.009 0.001 0.008 0.   ],[0.714 0.513 0.267 0.086 0.02  0.011 0.009 0.001 0.007 0.001],1
36,[ 0.713  0.515  0.267  0.088  0.02   0.011  0.009  0.014  0.011 -0.   ],[ 0.712  0.515  0.272  0.086  0.02   0.012  0.008 -0.001  0.008  0.004],1
37,[0.712 0.512 0.275 0.086 0.02  0.01  0.008 0.012 0.01  0.   ],[ 0.712  0.515  0.272  0.086  0.02   0.011  0.009 -0.001  0.009  0.003],1
38,[0.712 0.513 0.273 0.084 0.02  0.012 0.009 0.001 0.007 0.003],[0.712 0.515 0.268 0.086 0.02  0.012 0.008 0.013 0.008 0.004],0
39,[ 0.712  0.515  0.273  0.086  0.02   0.012  0.009 -0.001  0.008  0.003],[ 0.712  0.515  0.272  0.084  0.02   0.01   0.008 -0.     0.008  0.004],1
40,[0.712 0.511 0.267 0.086 0.02  0.01  0.009 0.005 0.008 0.001],[0.712 0.513 0.273 0.084 0.02  0.011 0.009 0.001 0.007 0.003],0
41,[0.714 0.511 0.267 0.084 0.02  0.011 0.009 0.003 0.008 0.   ],[ 0.712  0.512  0.272  0.084  0.02   0.01   0.009 -0.     0.008 -0.003],1
42,[0.712 0.512 0.273 0.084 0.02  0.012 0.009 0.001 0.01  0.004],[0.712 0.512 0.267 0.086 0.02  0.011 0.009 0.012 0.01  0.006],1
43,[0.714 0.515 0.27  0.089 0.021 0.01  0.008 0.001 0.007 0.   ],[0.714 0.513 0.272 0.086 0.02  0.011 0.009 0.001 0.007 0.001],0
44,[0.712 0.515 0.27  0.086 0.021 0.009 0.01  0.001 0.007 0.004],[0.712 0.513 0.272 0.086 0.02  0.01  0.009 0.012 0.008 0.   ],0
45,[ 0.712  0.516  0.272  0.086  0.02   0.012  0.007 -0.001  0.007  0.004],[0.712 0.515 0.272 0.086 0.02  0.01  0.008 0.012 0.008 0.   ],0
46,[ 0.712  0.515  0.272  0.089  0.02   0.01   0.008 -0.001  0.009  0.004],[ 0.714  0.515  0.27   0.089  0.02   0.01   0.008 -0.001  0.007  0.   ],0
