,source,target,label
0,"[ 0.321  0.108  0.018  0.019  0.009  0.013  0.01   0.006 -0.009  0.015
  0.008  0.012  0.01   0.017  0.008  0.001  0.    -0.008 -0.002 -0.014]","[ 0.322  0.112  0.018  0.017  0.009  0.013  0.002  0.006 -0.009  0.007
  0.006  0.01   0.011  0.007  0.008 -0.003  0.001 -0.008 -0.003 -0.014]",1
1,"[ 0.325  0.109  0.018  0.002  0.008  0.013  0.016  0.006 -0.009  0.01
  0.009  0.008  0.009  0.004  0.007 -0.005  0.001 -0.008 -0.003 -0.014]","[ 0.326  0.109  0.018  0.015  0.008  0.012  0.016  0.006 -0.009  0.009
  0.006  0.01   0.013  0.005  0.008 -0.003  0.001 -0.008 -0.003 -0.014]",0
2,"[ 0.325  0.11   0.018  0.003  0.008  0.012  0.017  0.006 -0.009  0.01
  0.006  0.01   0.009  0.004  0.007 -0.005  0.001 -0.008 -0.003 -0.014]","[ 0.325  0.108  0.018  0.015  0.008  0.013  0.017  0.006 -0.009  0.012
  0.008  0.01   0.011  0.004  0.007 -0.005  0.001 -0.008 -0.003 -0.014]",0
3,"[ 0.326  0.108  0.018  0.017  0.009  0.012  0.015  0.006 -0.009  0.009
  0.006  0.011  0.013  0.003  0.005 -0.003  0.001 -0.008 -0.003 -0.014]","[ 0.322  0.109  0.018  0.014  0.009  0.013  0.015  0.006 -0.009  0.012
  0.008  0.008  0.012  0.004  0.007 -0.005  0.001 -0.008 -0.003 -0.014]",1
4,"[ 0.325  0.111  0.018  0.017  0.008  0.012  0.016  0.006 -0.009  0.013
  0.011  0.012  0.01   0.004  0.007 -0.003  0.001 -0.008 -0.003 -0.014]","[ 0.322  0.116  0.018  0.015  0.008  0.012  0.01   0.006 -0.009  0.009
  0.006  0.01   0.01   0.005  0.008 -0.003  0.001 -0.008 -0.003 -0.014]",0
5,"[ 0.321  0.109  0.018  0.007  0.008  0.012  0.016  0.006 -0.009  0.009
  0.009  0.012  0.009  0.004  0.007 -0.004  0.001 -0.008 -0.003 -0.014]","[ 0.326  0.109  0.018  0.015  0.008  0.012  0.016  0.006 -0.009  0.015
  0.009  0.012  0.012  0.007  0.008 -0.005  0.001 -0.008 -0.003 -0.014]",0
6,"[ 0.326  0.107  0.018  0.015  0.008  0.012  0.017  0.006 -0.009  0.009
  0.006  0.01   0.011  0.005  0.008 -0.003  0.001 -0.008 -0.003 -0.014]","[ 0.321  0.11   0.018  0.007  0.008  0.012  0.016  0.006 -0.009  0.009
  0.006  0.012  0.009  0.004  0.007 -0.004  0.001 -0.008 -0.003 -0.014]",1
7,"[ 0.325  0.11   0.018  0.005  0.008  0.012  0.017  0.006 -0.009  0.01
  0.006  0.01   0.009  0.004  0.007 -0.005  0.001 -0.008 -0.003 -0.014]","[ 0.321  0.116  0.018  0.015  0.008  0.012  0.013  0.006 -0.009  0.009
  0.006  0.01   0.01   0.005  0.008 -0.003  0.001 -0.008 -0.003 -0.014]",0
8,"[ 0.326  0.106  0.018  0.015  0.008  0.012  0.011  0.006 -0.009  0.009
  0.006  0.01   0.01   0.005  0.008 -0.003  0.001 -0.008 -0.003 -0.014]","[ 0.322  0.109  0.018  0.015  0.009  0.012  0.01   0.006 -0.009  0.012
  0.008  0.012  0.014  0.003  0.007  0.001  0.001 -0.008 -0.002 -0.014]",0
9,"[ 0.321  0.109  0.018  0.02   0.009  0.012  0.01   0.006 -0.009  0.013
  0.009  0.012  0.01   0.004  0.007  0.001  0.001 -0.008 -0.002 -0.014]","[ 0.325  0.111  0.018  0.015  0.008  0.012  0.016  0.006 -0.009  0.013
  0.008  0.012  0.013  0.004  0.007 -0.005  0.001 -0.008 -0.003 -0.014]",1
