,source,target,label
0,"[ 0.318  0.099  0.015  0.041 -0.029  0.016  0.029  0.007  0.024 -0.038
 -0.016 -0.045 -0.028 -0.023 -0.031 -0.021  0.026 -0.019 -0.011 -0.014]","[ 0.321  0.106  0.018 -0.091 -0.029  0.033  0.069  0.032 -0.008 -0.037
 -0.013  0.032 -0.027 -0.018  0.027 -0.015  0.008 -0.012  0.003 -0.022]",1
1,"[ 0.318  0.106 -0.001 -0.091 -0.029  0.025  0.029  0.007 -0.007 -0.038
  0.007  0.017 -0.028 -0.023  0.035 -0.02   0.027 -0.026  0.002 -0.053]","[ 0.333  0.094  0.015  0.012 -0.029  0.021  0.027  0.032 -0.008 -0.036
 -0.019 -0.053 -0.027 -0.022  0.027 -0.013  0.008 -0.011 -0.01  -0.022]",0
2,"[ 0.332  0.101  0.015 -0.093 -0.029  0.049  0.04   0.028  0.036 -0.037
  0.01   0.02  -0.028 -0.018  0.035 -0.02   0.022 -0.025  0.016 -0.01 ]","[ 0.333  0.095  0.015  0.012 -0.029  0.021  0.025  0.032 -0.008 -0.038
 -0.019 -0.053 -0.032 -0.022  0.027 -0.022  0.002 -0.011 -0.011 -0.025]",0
3,"[ 0.318  0.103  0.015 -0.068 -0.029  0.03   0.029 -0.031  0.038 -0.038
  0.037  0.023 -0.019 -0.017 -0.02  -0.012  0.026 -0.015 -0.011 -0.013]","[ 0.359  0.104  0.014 -0.094 -0.029  0.036  0.05   0.01  -0.014 -0.038
  0.007  0.02  -0.036 -0.018  0.034 -0.02   0.019 -0.025  0.022 -0.016]",1
4,"[ 0.33   0.106 -0.001 -0.091 -0.029  0.033  0.032  0.01  -0.007 -0.038
  0.007  0.017 -0.028 -0.02   0.016 -0.013  0.038 -0.025 -0.003 -0.053]","[ 0.321  0.097  0.015 -0.091 -0.029  0.036  0.034  0.032 -0.008 -0.037
 -0.015 -0.045 -0.027 -0.018  0.027 -0.012  0.008 -0.009  0.002 -0.022]",1
5,"[ 0.372  0.106  0.015 -0.093 -0.029  0.05   0.04   0.028  0.036 -0.037
  0.01   0.02  -0.027 -0.018  0.035 -0.012  0.022 -0.025  0.016 -0.01 ]","[ 0.372  0.106  0.015 -0.093 -0.029  0.049  0.04   0.028 -0.004 -0.037
  0.01   0.02  -0.021 -0.018  0.035 -0.015  0.022 -0.025  0.016 -0.01 ]",0
6,"[ 0.318  0.099  0.015  0.04  -0.029  0.036  0.029  0.006 -0.007 -0.037
 -0.016  0.026 -0.018 -0.017 -0.019 -0.012  0.026 -0.007 -0.009 -0.013]","[ 0.321  0.099  0.015 -0.049 -0.029  0.036  0.034  0.032 -0.01  -0.036
 -0.016 -0.052 -0.035 -0.018  0.02  -0.021  0.004 -0.009 -0.001 -0.022]",1
7,"[ 0.318  0.098  0.003  0.031 -0.029  0.025  0.034  0.007  0.024 -0.038
 -0.017 -0.049 -0.028 -0.027 -0.023 -0.022 -0.006 -0.019  0.005 -0.018]","[ 0.373  0.101  0.015 -0.091 -0.029  0.038  0.029 -0.01   0.037 -0.041
 -0.015  0.009 -0.029 -0.02  -0.013 -0.019  0.008 -0.026 -0.006 -0.01 ]",1
8,"[ 0.373  0.099  0.015 -0.091 -0.029  0.027  0.025  0.028  0.037 -0.04
 -0.016  0.009 -0.028 -0.018 -0.015 -0.012  0.009 -0.027  0.017 -0.02 ]","[ 0.321  0.099  0.014  0.045 -0.029  0.036  0.033  0.032 -0.006 -0.037
 -0.016 -0.034 -0.033 -0.023  0.027 -0.013  0.008 -0.013 -0.009 -0.024]",0
9,"[ 0.373  0.103  0.015 -0.092 -0.029  0.049  0.026  0.028  0.037 -0.04
  0.04   0.02  -0.028 -0.018 -0.015 -0.012  0.007 -0.026  0.016 -0.01 ]","[ 0.326  0.098  0.015 -0.089 -0.029  0.036  0.05   0.032 -0.004 -0.037
 -0.015  0.038 -0.027 -0.018  0.033 -0.015  0.008 -0.014  0.    -0.022]",0
10,"[ 0.331  0.101  0.015 -0.093 -0.029  0.024  0.02   0.032 -0.004 -0.037
  0.011  0.02  -0.021 -0.012  0.036 -0.02   0.022 -0.025  0.016 -0.01 ]","[ 0.325  0.099  0.015 -0.089 -0.029  0.04   0.031  0.009 -0.032 -0.038
  0.009  0.023 -0.034 -0.018  0.019 -0.023  0.004 -0.017 -0.001 -0.022]",1
11,"[ 0.321  0.099  0.018  0.045 -0.029  0.025  0.026  0.032  0.027 -0.037
 -0.016 -0.048 -0.027 -0.017  0.027 -0.021  0.002 -0.01   0.002 -0.011]","[ 0.318  0.098  0.016  0.031 -0.029  0.019  0.034  0.007  0.024 -0.038
 -0.017 -0.049 -0.035 -0.018  0.014 -0.021  0.004 -0.019  0.005 -0.018]",1
12,"[ 0.321  0.098  0.014 -0.09  -0.029  0.017  0.034  0.011 -0.008 -0.038
 -0.018 -0.045 -0.039 -0.021  0.02   0.013  0.002 -0.013 -0.001 -0.022]","[ 0.366  0.102  0.002 -0.092 -0.029  0.024  0.026  0.026  0.042 -0.04
 -0.003  0.034 -0.028 -0.022 -0.011 -0.022  0.003 -0.031  0.005 -0.01 ]",0
13,"[ 0.315  0.102  0.014 -0.092 -0.029  0.034  0.033  0.008 -0.009 -0.038
 -0.016  0.041 -0.032 -0.022  0.018 -0.022  0.002 -0.014 -0.011 -0.011]","[ 0.34   0.102  0.015 -0.091 -0.029  0.017  0.022  0.008 -0.01  -0.036
 -0.008 -0.045 -0.039 -0.017  0.025 -0.021  0.018 -0.019 -0.009 -0.009]",1
14,"[ 0.373  0.096  0.015 -0.091 -0.029  0.038  0.026  0.013 -0.022 -0.04
  0.04   0.009 -0.036 -0.018 -0.015 -0.012  0.008 -0.026 -0.003 -0.01 ]","[ 0.322  0.099  0.015 -0.091 -0.029  0.029  0.036  0.032 -0.008 -0.037
 -0.013 -0.044 -0.027 -0.018  0.027 -0.012  0.022 -0.009  0.016 -0.022]",0
