,source,target,label
0,"[ 0.322  0.112  0.015  0.004  0.009  0.02   0.014  0.007 -0.01  -0.031
 -0.013  0.012 -0.012  0.003  0.021 -0.015  0.002 -0.008 -0.003 -0.014]","[ 0.318  0.099  0.018 -0.001  0.009  0.013  0.012  0.007 -0.009 -0.029
 -0.013  0.011 -0.012  0.001  0.009 -0.007  0.001 -0.008 -0.002 -0.014]",0
1,"[ 0.318  0.114  0.018  0.003  0.009  0.013  0.003  0.007 -0.009 -0.026
 -0.015  0.012 -0.012  0.027  0.007 -0.012  0.002 -0.01  -0.001 -0.014]","[ 0.321  0.112  0.018 -0.002 -0.     0.013  0.019  0.008 -0.009 -0.038
  0.015  0.012 -0.01  -0.009  0.007 -0.013  0.002 -0.008 -0.003 -0.014]",1
2,"[ 0.323  0.113  0.015  0.004  0.005  0.013  0.019  0.007 -0.008 -0.038
 -0.006  0.012  0.015 -0.013  0.008 -0.013  0.002 -0.01   0.001 -0.014]","[ 0.318  0.112  0.015 -0.     0.009  0.014  0.019  0.006 -0.009 -0.038
  0.014  0.012  0.007 -0.013  0.021 -0.015  0.002 -0.01   0.002 -0.014]",1
3,"[ 0.318  0.101  0.013 -0.001  0.007  0.013  0.008  0.007 -0.009 -0.029
 -0.013  0.008 -0.012  0.001  0.009 -0.007  0.001 -0.008 -0.004 -0.014]","[ 0.322  0.112  0.018  0.004  0.019  0.02   0.014  0.007 -0.009 -0.031
 -0.013  0.012 -0.012  0.003  0.021 -0.015  0.002 -0.008 -0.003 -0.014]",1
4,"[ 0.319  0.108  0.015  0.019  0.005  0.012  0.019  0.007 -0.009 -0.038
  0.012  0.01   0.012 -0.008  0.005 -0.012  0.002 -0.008 -0.002 -0.014]","[ 0.322  0.099  0.018  0.004  0.019  0.02   0.014  0.007 -0.009 -0.029
 -0.013  0.009 -0.012  0.001  0.022 -0.007  0.002 -0.008 -0.003 -0.014]",1
5,"[ 0.319  0.097  0.015  0.     0.009  0.013  0.016  0.008 -0.01  -0.038
  0.016  0.012 -0.014  0.027  0.007 -0.012  0.002  0.003 -0.006 -0.014]","[ 0.322  0.113  0.015  0.004  0.005  0.013  0.018  0.007 -0.009 -0.038
 -0.006  0.012  0.015 -0.013  0.007 -0.013  0.002 -0.01   0.001 -0.014]",0
6,"[ 0.318  0.099  0.018 -0.001  0.009  0.013  0.009  0.007 -0.009 -0.03
 -0.014  0.011 -0.012  0.001  0.007 -0.007  0.001 -0.008 -0.003 -0.014]","[ 0.318  0.114  0.015 -0.001  0.009  0.014  0.021  0.006 -0.009 -0.029
  0.01   0.012 -0.012 -0.007  0.006 -0.015  0.002 -0.01   0.001 -0.014]",0
7,"[ 0.321  0.098  0.015  0.004  0.007  0.013  0.021  0.007 -0.01  -0.026
 -0.013  0.012 -0.012  0.027  0.005 -0.012  0.002 -0.01  -0.003 -0.014]","[ 0.322  0.112  0.015  0.019  0.007  0.014  0.019  0.006 -0.009 -0.038
  0.014  0.013  0.007  0.027  0.021 -0.012  0.002 -0.009 -0.006 -0.014]",0
8,"[ 0.318  0.099  0.018 -0.     0.008  0.013  0.009  0.007 -0.009 -0.03
 -0.014  0.011 -0.012 -0.002  0.007 -0.015  0.001 -0.008 -0.003 -0.014]","[ 0.322  0.112  0.015  0.019  0.011  0.014  0.019  0.006 -0.009 -0.038
  0.014  0.013  0.007  0.027  0.021 -0.012  0.002 -0.009 -0.006 -0.014]",0
9,"[ 0.319  0.108  0.015 -0.001  0.006  0.014  0.019  0.007 -0.009 -0.038
 -0.007  0.01  -0.011 -0.002  0.007 -0.013  0.002 -0.008 -0.001 -0.014]","[ 0.322  0.113  0.015  0.004  0.006  0.013  0.018  0.007 -0.009 -0.038
 -0.006  0.012  0.015 -0.013  0.007 -0.015  0.002 -0.01   0.001 -0.014]",0
10,"[ 0.319  0.107  0.015  0.     0.009  0.012  0.018  0.008 -0.01  -0.038
  0.018  0.012 -0.012  0.018  0.007 -0.014  0.002 -0.009 -0.001 -0.014]","[ 0.318  0.112  0.019  0.004  0.009  0.013  0.021  0.007 -0.009 -0.028
 -0.013  0.012 -0.011 -0.016  0.007 -0.012  0.002 -0.01   0.001 -0.014]",1
11,"[ 0.318  0.095  0.015  0.004  0.008  0.012  0.019  0.007 -0.01  -0.03
 -0.013  0.012 -0.012  0.027  0.005 -0.012  0.001 -0.01  -0.003 -0.014]","[ 0.319  0.108  0.015 -0.002  0.005  0.012  0.019  0.007 -0.009 -0.038
  0.012  0.01  -0.011 -0.008  0.006 -0.013  0.002 -0.008 -0.001 -0.014]",0
12,"[ 0.318  0.099  0.018 -0.001  0.007  0.013  0.008  0.007 -0.009 -0.029
 -0.013  0.008 -0.012  0.001  0.01  -0.007  0.001 -0.008 -0.003 -0.014]","[ 0.322  0.113  0.014 -0.     0.007  0.013  0.02   0.007 -0.008 -0.038
 -0.008  0.013  0.011 -0.002  0.023 -0.015  0.007 -0.008  0.002 -0.014]",1
13,"[ 0.322  0.107  0.014  0.     0.022  0.013  0.018  0.008 -0.01  -0.038
  0.018  0.011 -0.014  0.018  0.007 -0.014  0.002 -0.01   0.002 -0.014]","[ 0.318  0.099  0.018 -0.001  0.02   0.02   0.012  0.007 -0.009 -0.029
 -0.014  0.011 -0.012  0.001  0.022 -0.007  0.001 -0.008 -0.003 -0.014]",0
14,"[ 0.322  0.101  0.014 -0.     0.007  0.013  0.019  0.007 -0.008 -0.038
 -0.008  0.018  0.011 -0.006  0.009 -0.015  0.006 -0.008  0.002 -0.014]","[ 0.318  0.112  0.018  0.004  0.009  0.014  0.002  0.006 -0.009 -0.026
  0.01   0.012 -0.011  0.027  0.019 -0.012  0.002 -0.01   0.001 -0.014]",0
